x,y,layer1,layer2,voltage1,voltage2,current
1500.24,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143483,0.0143483,6.9278e-05
1736.46,547.006,TOPLAYER,INTERNALPLANE1,0.0132396,0.0132156,0.177685
1736.46,547.006,INTERNALPLANE1,INTERNALPLANE2,0.0132156,0.0129039,0.177685
1736.46,547.006,INTERNALPLANE2,BOTTOMLAYER,0.0129039,0.0128799,0.177685
1736.46,1019.45,TOPLAYER,INTERNALPLANE1,0.0138315,0.0138205,0.0819191
1736.46,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0138205,0.0136767,0.0819191
1736.46,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0136767,0.0136657,0.0819191
1736.46,1255.67,TOPLAYER,INTERNALPLANE1,0.014158,0.0141483,0.0714989
1736.46,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0141483,0.0140228,0.0714989
1736.46,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0140228,0.0140132,0.0714989
1736.46,1491.89,TOPLAYER,INTERNALPLANE1,0.0142059,0.0142019,0.0295561
1736.46,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0142019,0.0141501,0.0295561
1736.46,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0141501,0.0141461,0.0295561
1736.46,1728.11,TOPLAYER,INTERNALPLANE1,0.0142495,0.0142477,0.0138752
1736.46,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0142477,0.0142233,0.0138752
1736.46,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142233,0.0142215,0.0138752
1736.46,1964.33,TOPLAYER,INTERNALPLANE1,0.0142832,0.0142823,0.0067505
1736.46,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0142823,0.0142704,0.0067505
1736.46,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142704,0.0142695,0.0067505
1736.46,2200.55,TOPLAYER,INTERNALPLANE1,0.0143079,0.0143074,0.00332874
1736.46,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0143074,0.0143016,0.00332874
1736.46,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0143016,0.0143012,0.00332874
1736.46,2436.77,TOPLAYER,INTERNALPLANE1,0.0143256,0.0143254,0.00165141
1736.46,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143254,0.0143225,0.00165141
1736.46,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0143225,0.0143223,0.00165141
1736.46,2672.99,TOPLAYER,INTERNALPLANE1,0.0143381,0.014338,0.000822094
1736.46,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.014338,0.0143366,0.000822094
1736.46,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143366,0.0143365,0.000822094
1736.46,2909.21,TOPLAYER,INTERNALPLANE1,0.0143468,0.0143468,0.000411345
1736.46,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143468,0.0143461,0.000411345
1736.46,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143461,0.014346,0.000411345
1736.46,3145.43,TOPLAYER,INTERNALPLANE1,0.0143527,0.0143527,0.00020939
1736.46,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143527,0.0143523,0.00020939
1736.46,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143523,0.0143523,0.00020939
1736.46,3381.65,TOPLAYER,INTERNALPLANE1,0.0143565,0.0143565,0.000113669
1736.46,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143565,0.0143563,0.000113669
1736.46,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143563,0.0143563,0.000113669
1736.46,3617.87,TOPLAYER,INTERNALPLANE1,0.0143587,0.0143587,7.57217e-05
1736.46,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143587,0.0143586,7.57217e-05
1736.46,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143586,0.0143585,7.57217e-05
1844.73,261.572,TOPLAYER,INTERNALPLANE1,11.9923,11.9923,-0.141751
1844.73,261.572,INTERNALPLANE1,INTERNALPLANE2,11.9923,11.9925,-0.141751
1844.73,261.572,INTERNALPLANE2,BOTTOMLAYER,11.9925,11.9925,-0.141751
1844.73,291.1,TOPLAYER,INTERNALPLANE1,11.9915,11.9915,-0.185882
1844.73,291.1,INTERNALPLANE1,INTERNALPLANE2,11.9915,11.9918,-0.185882
1844.73,291.1,INTERNALPLANE2,BOTTOMLAYER,11.9918,11.9919,-0.185882
1844.73,320.627,TOPLAYER,INTERNALPLANE1,11.9907,11.9907,-0.604794
1844.73,320.627,INTERNALPLANE1,INTERNALPLANE2,11.9907,11.9918,-0.604794
1844.73,320.627,INTERNALPLANE2,BOTTOMLAYER,11.9918,11.9919,-0.604794
1874.25,261.572,TOPLAYER,INTERNALPLANE1,11.9924,11.9924,-0.103027
1874.25,261.572,INTERNALPLANE1,INTERNALPLANE2,11.9924,11.9926,-0.103027
1874.25,261.572,INTERNALPLANE2,BOTTOMLAYER,11.9926,11.9926,-0.103027
1874.25,291.1,TOPLAYER,INTERNALPLANE1,11.9916,11.9916,-0.193734
1874.25,291.1,INTERNALPLANE1,INTERNALPLANE2,11.9916,11.992,-0.193734
1874.25,291.1,INTERNALPLANE2,BOTTOMLAYER,11.992,11.992,-0.193734
1874.25,320.627,TOPLAYER,INTERNALPLANE1,11.9908,11.9909,-0.600341
1874.25,320.627,INTERNALPLANE1,INTERNALPLANE2,11.9909,11.9919,-0.600341
1874.25,320.627,INTERNALPLANE2,BOTTOMLAYER,11.9919,11.992,-0.600341
1933.31,251.73,TOPLAYER,INTERNALPLANE1,0.000950524,0.000980288,-0.220522
1933.31,251.73,INTERNALPLANE1,INTERNALPLANE2,0.000980288,0.00136721,-0.220522
1933.31,251.73,INTERNALPLANE2,BOTTOMLAYER,0.00136721,0.00139698,-0.220522
1940.48,322.289,TOPLAYER,INTERNALPLANE1,3.28825,3.28825,-9.87092e-12
1940.48,322.289,INTERNALPLANE1,INTERNALPLANE2,3.28825,3.28825,-1.0124e-11
1940.48,322.289,INTERNALPLANE2,BOTTOMLAYER,3.28825,3.28825,-6.58062e-12
1962.84,438.738,TOPLAYER,INTERNALPLANE1,3.28261,3.28248,1
1962.84,438.738,INTERNALPLANE1,INTERNALPLANE2,3.28248,3.28072,1
1962.84,438.738,INTERNALPLANE2,BOTTOMLAYER,3.28072,3.28059,1
1972.68,783.226,TOPLAYER,INTERNALPLANE1,0.012829,0.0128512,-0.164083
1972.68,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0128512,0.013139,-0.164083
1972.68,783.226,INTERNALPLANE2,BOTTOMLAYER,0.013139,0.0131612,-0.164083
1972.68,1255.67,TOPLAYER,INTERNALPLANE1,0.0141512,0.014147,0.0309103
1972.68,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.014147,0.0140928,0.0309103
1972.68,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0140928,0.0140886,0.0309103
1972.68,1491.89,TOPLAYER,INTERNALPLANE1,0.0142332,0.0142298,0.0251066
1972.68,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.0142298,0.0141857,0.0251066
1972.68,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0141857,0.0141823,0.0251066
1972.68,1728.11,TOPLAYER,INTERNALPLANE1,0.0142779,0.014276,0.013609
1972.68,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.014276,0.0142521,0.013609
1972.68,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142521,0.0142503,0.013609
1972.68,1964.33,TOPLAYER,INTERNALPLANE1,0.0143091,0.0143081,0.00702089
1972.68,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0143081,0.0142958,0.00702089
1972.68,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0142958,0.0142949,0.00702089
1972.68,2200.55,TOPLAYER,INTERNALPLANE1,0.0143307,0.0143302,0.00356701
1972.68,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0143302,0.014324,0.00356701
1972.68,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.014324,0.0143235,0.00356701
1972.68,2436.77,TOPLAYER,INTERNALPLANE1,0.0143454,0.0143452,0.00179932
1972.68,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143452,0.0143421,0.00179932
1972.68,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.0143421,0.0143418,0.00179932
1972.68,2672.99,TOPLAYER,INTERNALPLANE1,0.0143553,0.0143552,0.000904203
1972.68,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143552,0.0143536,0.000904203
1972.68,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143536,0.0143535,0.000904203
1972.68,2909.21,TOPLAYER,INTERNALPLANE1,0.0143619,0.0143619,0.000454622
1972.68,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143619,0.0143611,0.000454622
1972.68,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143611,0.014361,0.000454622
1972.68,3145.43,TOPLAYER,INTERNALPLANE1,0.0143662,0.0143661,0.000231724
1972.68,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143661,0.0143657,0.000231724
1972.68,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143657,0.0143657,0.000231724
1972.68,3381.65,TOPLAYER,INTERNALPLANE1,0.0143688,0.0143688,0.000125517
1972.68,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143688,0.0143686,0.000125517
1972.68,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.0143686,0.0143686,0.000125517
1972.68,3617.87,TOPLAYER,INTERNALPLANE1,0.0143703,0.0143703,8.31655e-05
1972.68,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143703,0.0143701,8.31655e-05
1972.68,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143701,0.0143701,8.31655e-05
2020.06,322.037,TOPLAYER,INTERNALPLANE1,3.28825,3.28825,-1.64515e-11
2020.06,322.037,INTERNALPLANE1,INTERNALPLANE2,3.28825,3.28825,-1.61984e-11
2020.06,322.037,INTERNALPLANE2,BOTTOMLAYER,3.28825,3.28825,-1.64515e-11
2021.89,251.73,TOPLAYER,INTERNALPLANE1,0.00169816,0.00174183,-0.323525
2021.89,251.73,INTERNALPLANE1,INTERNALPLANE2,0.00174183,0.00230949,-0.323525
2021.89,251.73,INTERNALPLANE2,BOTTOMLAYER,0.00230949,0.00235315,-0.323525
2047.26,1043.5,TOPLAYER,INTERNALPLANE1,0.0137541,0.0137348,0.143123
2047.26,1043.5,INTERNALPLANE1,INTERNALPLANE2,0.0137348,0.0134837,0.143123
2047.26,1043.5,INTERNALPLANE2,BOTTOMLAYER,0.0134837,0.0134644,0.143123
2076.76,324.564,TOPLAYER,INTERNALPLANE1,3.28825,3.28825,1.97418e-11
2076.76,324.564,INTERNALPLANE1,INTERNALPLANE2,3.28825,3.28825,1.94888e-11
2076.76,324.564,INTERNALPLANE2,BOTTOMLAYER,3.28825,3.28825,2.30322e-11
2079.04,1011.34,TOPLAYER,INTERNALPLANE1,0.0137474,0.0137236,0.176389
2079.04,1011.34,INTERNALPLANE1,INTERNALPLANE2,0.0137236,0.0134141,0.176389
2079.04,1011.34,INTERNALPLANE2,BOTTOMLAYER,0.0134141,0.0133903,0.176389
2090.79,487.95,TOPLAYER,INTERNALPLANE1,0.00877624,0.00878004,-0.0281399
2090.79,487.95,INTERNALPLANE1,INTERNALPLANE2,0.00878004,0.00882942,-0.0281399
2090.79,487.95,INTERNALPLANE2,BOTTOMLAYER,0.00882942,0.00883321,-0.0281399
2111.97,978.789,TOPLAYER,INTERNALPLANE1,0.0137376,0.0137056,0.237405
2111.97,978.789,INTERNALPLANE1,INTERNALPLANE2,0.0137056,0.013289,0.237405
2111.97,978.789,INTERNALPLANE2,BOTTOMLAYER,0.013289,0.013257,0.237405
2130.16,487.95,TOPLAYER,INTERNALPLANE1,0.00884792,0.00884751,0.00302521
2130.16,487.95,INTERNALPLANE1,INTERNALPLANE2,0.00884751,0.0088422,0.00302521
2130.16,487.95,INTERNALPLANE2,BOTTOMLAYER,0.0088422,0.00884179,0.00302521
2140,330.47,TOPLAYER,INTERNALPLANE1,0.0040822,0.00403773,0.329465
2140,330.47,INTERNALPLANE1,INTERNALPLANE2,0.00403773,0.00345965,0.329465
2140,330.47,INTERNALPLANE2,BOTTOMLAYER,0.00345965,0.00341518,0.329465
2169.53,487.95,TOPLAYER,INTERNALPLANE1,0.00890759,0.0089042,0.0251147
2169.53,487.95,INTERNALPLANE1,INTERNALPLANE2,0.0089042,0.00886013,0.0251147
2169.53,487.95,INTERNALPLANE2,BOTTOMLAYER,0.00886013,0.00885674,0.0251147
2185.21,904.779,TOPLAYER,INTERNALPLANE1,0.0125701,0.0125656,0.0330522
2185.21,904.779,INTERNALPLANE1,INTERNALPLANE2,0.0125656,0.0125076,0.0330522
2185.21,904.779,INTERNALPLANE2,BOTTOMLAYER,0.0125076,0.0125031,0.0330522
2208.9,783.226,TOPLAYER,INTERNALPLANE1,0.0121335,0.0120799,0.397321
2208.9,783.226,INTERNALPLANE1,INTERNALPLANE2,0.0120799,0.0113828,0.397321
2208.9,783.226,INTERNALPLANE2,BOTTOMLAYER,0.0113828,0.0113291,0.397321
2208.9,1019.45,TOPLAYER,INTERNALPLANE1,0.0139315,0.0139359,-0.0324057
2208.9,1019.45,INTERNALPLANE1,INTERNALPLANE2,0.0139359,0.0139928,-0.0324057
2208.9,1019.45,INTERNALPLANE2,BOTTOMLAYER,0.0139928,0.0139971,-0.0324057
2208.9,1255.67,TOPLAYER,INTERNALPLANE1,0.0142544,0.0142473,0.0522916
2208.9,1255.67,INTERNALPLANE1,INTERNALPLANE2,0.0142473,0.0141556,0.0522916
2208.9,1255.67,INTERNALPLANE2,BOTTOMLAYER,0.0141556,0.0141485,0.0522916
2208.9,1491.89,TOPLAYER,INTERNALPLANE1,0.0142927,0.014289,0.0276272
2208.9,1491.89,INTERNALPLANE1,INTERNALPLANE2,0.014289,0.0142405,0.0276272
2208.9,1491.89,INTERNALPLANE2,BOTTOMLAYER,0.0142405,0.0142368,0.0276272
2208.9,1728.11,TOPLAYER,INTERNALPLANE1,0.0143256,0.0143236,0.0147663
2208.9,1728.11,INTERNALPLANE1,INTERNALPLANE2,0.0143236,0.0142977,0.0147663
2208.9,1728.11,INTERNALPLANE2,BOTTOMLAYER,0.0142977,0.0142957,0.0147663
2208.9,1964.33,TOPLAYER,INTERNALPLANE1,0.0143478,0.0143467,0.00771391
2208.9,1964.33,INTERNALPLANE1,INTERNALPLANE2,0.0143467,0.0143332,0.00771391
2208.9,1964.33,INTERNALPLANE2,BOTTOMLAYER,0.0143332,0.0143322,0.00771391
2208.9,2200.55,TOPLAYER,INTERNALPLANE1,0.014362,0.0143614,0.00395965
2208.9,2200.55,INTERNALPLANE1,INTERNALPLANE2,0.0143614,0.0143545,0.00395965
2208.9,2200.55,INTERNALPLANE2,BOTTOMLAYER,0.0143545,0.014354,0.00395965
2208.9,2436.77,TOPLAYER,INTERNALPLANE1,0.0143708,0.0143705,0.00200844
2208.9,2436.77,INTERNALPLANE1,INTERNALPLANE2,0.0143705,0.014367,0.00200844
2208.9,2436.77,INTERNALPLANE2,BOTTOMLAYER,0.014367,0.0143668,0.00200844
2208.9,2672.99,TOPLAYER,INTERNALPLANE1,0.0143762,0.0143761,0.00101121
2208.9,2672.99,INTERNALPLANE1,INTERNALPLANE2,0.0143761,0.0143743,0.00101121
2208.9,2672.99,INTERNALPLANE2,BOTTOMLAYER,0.0143743,0.0143742,0.00101121
2208.9,2909.21,TOPLAYER,INTERNALPLANE1,0.0143794,0.0143794,0.000508129
2208.9,2909.21,INTERNALPLANE1,INTERNALPLANE2,0.0143794,0.0143785,0.000508129
2208.9,2909.21,INTERNALPLANE2,BOTTOMLAYER,0.0143785,0.0143784,0.000508129
2208.9,3145.43,TOPLAYER,INTERNALPLANE1,0.0143813,0.0143812,0.000258275
2208.9,3145.43,INTERNALPLANE1,INTERNALPLANE2,0.0143812,0.0143808,0.000258275
2208.9,3145.43,INTERNALPLANE2,BOTTOMLAYER,0.0143808,0.0143807,0.000258275
2208.9,3381.65,TOPLAYER,INTERNALPLANE1,0.0143823,0.0143823,0.000139092
2208.9,3381.65,INTERNALPLANE1,INTERNALPLANE2,0.0143823,0.014382,0.000139092
2208.9,3381.65,INTERNALPLANE2,BOTTOMLAYER,0.014382,0.014382,0.000139092
2208.9,3617.87,TOPLAYER,INTERNALPLANE1,0.0143828,0.0143828,9.13437e-05
2208.9,3617.87,INTERNALPLANE1,INTERNALPLANE2,0.0143828,0.0143826,9.13437e-05
2208.9,3617.87,INTERNALPLANE2,BOTTOMLAYER,0.0143826,0.0143826,9.13437e-05
2287.64,704.486,TOPLAYER,INTERNALPLANE1,0.0108158,0.0108158,-2.57055e-14
2287.64,704.486,INTERNALPLANE1,INTERNALPLANE2,0.0108158,0.0108158,-3.46036e-14
2287.64,704.486,INTERNALPLANE2,BOTTOMLAYER,0.0108158,0.0108158,-2.57055e-14
2303.54,787.14,TOPLAYER,INTERNALPLANE1,0.0122275,0.0121773,0.371643
2303.54,787.14,INTERNALPLANE1,INTERNALPLANE2,0.0121773,0.0115253,0.371643
2303.54,787.14,INTERNALPLANE2,BOTTOMLAYER,0.0115253,0.0114751,0.371643
2327.01,517.478,TOPLAYER,INTERNALPLANE1,0.00950793,0.00953359,-0.19007
2327.01,517.478,INTERNALPLANE1,INTERNALPLANE2,0.00953359,0.00986708,-0.19007
2327.01,517.478,INTERNALPLANE2,BOTTOMLAYER,0.00986708,0.00989274,-0.19007
2327.01,576.533,TOPLAYER,INTERNALPLANE1,0.00955262,0.00960338,-0.37613
2327.01,576.533,INTERNALPLANE1,INTERNALPLANE2,0.00960338,0.0102633,-0.37613
2327.01,576.533,INTERNALPLANE2,BOTTOMLAYER,0.0102633,0.0103141,-0.37613
2327.01,645.43,TOPLAYER,INTERNALPLANE1,0.0104982,0.0104982,-2.57055e-14
2327.01,645.43,INTERNALPLANE1,INTERNALPLANE2,0.0104982,0.0104982,-3.36149e-14
2327.01,645.43,INTERNALPLANE2,BOTTOMLAYER,0.0104982,0.0104982,-2.57055e-14
2341.8,262.931,TOPLAYER,INTERNALPLANE1,0,0,-0
2341.8,262.931,INTERNALPLANE1,INTERNALPLANE2,0,0,-0
